,Tweet,Class
1440,Pazartesi Sendromumu bir de sen tetikleme be Turkcell...,negative
1441,"hatta turkcell atesle oynuyor, kendileri donmezse bu hatadan buyutecem bu isi.",negative
1442,Ben yenilemedim turkcell kafasına göre yapıyo,negative
1443,"Kadikoyun ortasinda da 3G cekmiyorsa nerede cekecek, istanbulun gobegi kurtkoyde mi sevgili turkcell?!",negative
1444,Bu turkcell'in hiç işi gücü yok mu ? sürekli bana çalışıyor :D:D,negative
1445,onun aynısını bizede yaptılar bu turkcel gerçekten dolandırıcı yaaa  paket bitti madem haber ver demi ama,negative
1446,"Dizilerde mesaj geldiğinde ""Aaa Turkcell'miş. Neyse önemli değil."" repliği de kullanılsa daha gerçekçi olur bence...",negative
1447,mesaj gelince heyecanlanıyorum sonra bi bakıyorum ki turkcell,negative
1448,ama ne olur Turkcell bunu reklam kampanyalarında kullanmasın :) Zira bütçeden dolayı çok kanalda yayınlanıyor :),negative
1449,ne isime yaradi :) zaten  gunde 167 sms gibi bir sacmalik yapiyor !,negative
1450,"sana katılıyorum  , hizmet kalitesine önem verdigini düşünen    bu iste",negative
1451,2012 ye girdik hala turkcell cekmio..,negative
1452,Daha bitmedi turkcell ve genpa yazmaya devam edecegim sattiginiz calinti veya kayitdisi telefon hakkinda,negative
1453,#parasineyseverelimde şu turkcell günlük 167 sms yapmaktan vazgeçsin,negative
1454,İnternetim tarihinde hiç bu kadar yavaşlama görmemişti! Sağol Superonline gözlerinden öpüyorum!...,negative
1455,merhabalar Kayseri pınarbaşı ilçesinde yaklaşık 3 saattir servis yok,negative
1456,"Çünkü, #Superonline bu hız testi veren saçma sapan sitelerle bir şekilde bağlantılı olabilir. Bu sitelerde hızınız yuksek gmrünebilir.",negative
1457,#turkcell kadar serefsiz bi operator daha bilmiyorum :/,negative
1458,Bole bi rezalet yok bravo turkcell,negative
1459,Bur sure stabil devam ettin ama su an sacmaliyorsun Turkcell Superonline,negative
1460,Iade odemelerinizi persembe gunleri yapiyorsunuz tamam odeyin de... Kacinci persembe oldu? Kayit tutun lutfen  #superonline,negative
1461,Bu aciklamalarla insanlarin Turkcell`den kactigini mi gormezden geliyorsunuz?,negative
1462,Büyük kuş Türksel işte... Utanmasa serçeyi de yiyecek. :)),negative
1463,evett katılıyorum mehmetcim turkcell in cekeme gücü mükemmelll :( hic bi yerde cekmio..!!,negative
1464,eger yolculukta kullanmayacaksam ben bu ipad'e neden hat taktirdim niye o internet paketine o kadar para verdim?,negative
1465,Vallahi gizlice çakallık yapmasına gerek yok turkcell açık açık sömürüyor zaten bizi:D,negative
1466,adil kullanim hakki denen zimbirti ile 12 mbit baglanti 128K'ya dusuyorsa ben burda adillik degil adilik ararim turkcell,negative
1467,Dostum durduk yerde 20 mb internetimi yedi turkcell. Yarın gidip söyliycem düzeltmezlere aveaya gecıyorum.,negative
1468,Hele turkcell ne kaziklamis bizi yillarca!,negative
1469,Onların bulamadığı çözümü biz bulduk ailece 4 hat Vodafone'a geçtik. Sorun kökten çözüldü :),negative
1470,ceo'n çapak dolsun turkcell,negative
1471," Ne zaman yoğun şeyler yaşasan o an bi msj gelir , atan Turkcell'dir.   #BuBoyledir",negative
1472,Bu Turkcell'de iyice uçtu. Yok 20 yükle 120 al 40 yükle 400 al Hesaplamalarıma Göre 30Bin TL Yüklesem şirketi...,negative
1473,film ızlıyordumm :( görmedim ve suan sinirlıyım turkcell oyalıyor hep beni,negative
1474,#turkcell in #iphone4s kampanyasını biraz yukarı çekecek olursak #dacia duster alabiliriz.,negative
1475,SORU:TURKSEL WIN DAN MEMNUN OLAN BİR ALLAHIN KULU VARMI ? CEVAP :VAR  KİM LAN O ? CEVAP: TURKSELİN PATRONU BELKİ DİKKATİNİ ÇEKER,negative
1476,Turkcell Hizmet ekibi ne kadar yavaş çalışıyor öyle..,negative
1477,Sabah uyandigimda Turkcell'den gelen msji bile ozledim bee,negative
1478,#amk turkcell.,negative
1479,Lanet olsun turkcell kazikcinin tekisin.,negative
1480,"Koray Bey, Manisa TEZCAN TIM'de 14 günde 2 defa kandırıldım, o çalışanlar Turkcell'e yakışmıyorlar, bilginize.",negative
1481,önce ttnet sonra Turkcell sinirden kafayı yedirttiniz be bana,negative
1482,"Turkcell in her sorunda sucu BlackBerry ye atmasi, Amerikanin; ""ikiz kuleleri El Kaide vurdu"" yalanindan dah sacma cok sacma",negative
1483,"Kubat'tan dinlediğim en saçma şarkı Turkcell'in ""Hayat Paylaşınca Güzel"" şarkısıdır. O ne lan..",negative
1484,"bana reklamınızı dinlemem için para ödettiniz, bunu unutmayacağım!  siz niye sesli mesajdan para alıyorsunuz?",negative
1485,#uydunet bu ay turkcell faturamı sen öde mümkünse... iki gündür ne tv var ne internet... turkcell e eğilmek zorunda kalıyoruz sayende....,negative
1486,"Bu aralar turkcell bile mesaj atmiyor, o derece durum kötü",negative
1487,"İnternet gidince superonline'ı aradık ve sonuç olarak cevapları,bizim sitede genel olarak bi kopukluk varmış.ee çözüm olarak?",negative
1488, Superonline beni sinir ettin  aynen yaa deli oldum :s,negative
1489,"turkcell in sundugu bir hizmet, ancak karekter hata sorunu vardi umarim duzeltmislerdir.",negative
1490,"ergenim ben taam mı? Turkcell'in kalıplarına tüküreyim,o dedi. Bok mu vardı ki şimdi uğraştım? Tamam sakinim. Evet. :|",negative
1491,#turkcell den tiksiniyorum 3G fln hak getire artik.. Reklam kampanyalariyla insan etkilemeye calismaktan bska bi ise yaradiklari yok!!biktik,negative
1492,Bu turkcell kadar salak bir operatör var mıdır acaba ?,negative
1493,Bugün  de bı sorun mü var benim tel mi bozuldu. Bi adam gibi çekmedi. Servis yoklar fln,negative
1494,Burdan Türkcell e acayip sallayası olanlar kulübü:),negative
1495,-İyi günler biz turkcell'den arıyoruz hakan uçarla mı görüşüyorum-hayır ben değilim-şöyle bi kampanyamız ıııhhhhıggıı ben daha sonra ulaşsam,negative
1496,54 TL gelmiş.. son 3 ayın en düşük seviyesine ulaştı bu ay turkcell,negative
1497,Sabahın 5'inde milli piyango sonucu gönderen bilyoner/turkcell bari ikramiye kazandınde de boşuna uyanmamış olaydım #bilyoner #iddaa,negative
1498,o kadr çok konuşnca turkcell kesiyo :D tabiki uyuyamazdık zaten uyumuştuk kamera karşısında çokta uykumuz yoktu,negative
1499,""" hepsi ayni bunlarin, biz de trkcll superonline ile kavga edip iptal ettirdik. Isik hizinda rezaletti!!#TurkTelekomYeterArama""",negative
1500,Ne o Turkcell faturan geldi galiba...Hayat paraları Turkcell'le paylaşınca daha bir güzel.Ama kimin için?Biz mi Turkcell'mi?,negative
1501,Bir iPhone neden 3g bağlanmaz?Turkcell sorun bende değil der.teknik servise de gitti geldi.Ndn hala 3G görmez?bu tel. amacı bu değil mı?,negative
1502,beni bir sen anladın sende yanlış anladın be turkcell her gün aynı mesajı yollaman için mi ben o kampanyaya üye oldum.,negative
1503,Kanka ben Vodafone a geçicem Turkcell cok kazık gel beraber geceliim :),negative
1504,hayat paylaşınca güzel diyorsun ama fatura gelince hiç paylaşalım yarısını öde yeter demiyorsun,negative
1505,"Bazı insanlar turkcell bayisindeki kontor bulunur yazısı kadar, GEREKSİZ...",negative
1506,2 dakika icinde turkcell bana 10 tane msg attı allahtan bi smsle internet paketimiz bitti yani,negative
1507,"İptal etmek istersem, taahhüdüm başlamadan evvel ki kampanya fiyatlarını da dahil ederek 400 küsur lira bedel çıkartıyor. Çakal #Superonline",negative
1508,"#Superonline alın bu video'yu izleyin. Adil kulanım diye kota koymak, afferin size.",negative
1509,niye boyle yapiyorsun?!,negative
1510,halbuki bunun tarife dışında extra ücretlendirildiği bildirilmeli gelen mesajda da bu tari dışında şeklinde bir ibare olarak,negative
1511,walla hiç durma bence turkcell de :D,negative
1512,Mesela Turkcell Kuruçeşme Arena'da Turkcell hattın çekmemesi. #enbuyukironi,negative
1513,bende memnun diilim hattımı taşıyacam bakşa operatöre.sürekli limiti aşıyomuşum ama hiç konuşmuyorum.,negative
1514,ya saolsun türkcell internet yerlerde sürünüyo bende yarımyamalak bi sevinç yaşıyorum :)),negative
1515,yalancıların reklam panosu gibisin,negative
1516,Kontoru bir gun gec alinca turkcell'in burnu sürtsün dercesine internet paketimi yenilememesi hic hos bir davranis degil,negative
1517,armut piş ağzıma düş. Müşteri temsilcinizi ardım.Her bilgim var önünde bana 7777'ye yönlendiriyor. Sesimden tanımanız madah değil.,negative
1518,kontör yüklediğim anda bitiyo sikicem ha napıyo bu turkcell,negative
1519,""" Dur mesaj atalimda heyecan yapsinlar "" - TURKCELL - "" Senin ben aminakoyim "" - Sevgilisinden mesaj bekleyen genc -",negative
1520,ey türkcell   cepten  internet  istiyoruz  en kısa  zamanda  çözünüz,negative
1521,aklıma gece 10 da gıttıgımız zafer plazadakı turkcell subesındekı kufur eden calısan geldı lan :D,negative
1522,ile sorun yaşıyorum. diğer telefonumda en azından çekiyordu şu an yeni bir telefon aldım sürekli servis yok diyor,negative
1523,bırakılan sesli mesajları dinlemeyi bile artık ücretli yapmışsınız el insaf ya herşeyi paraya dönüştürdünüz nedir bukadar,negative
1524,"turkcell hattindan bana ""naber mal"" diye mesaj geldiği zaman.",negative
1525,Lan sms paketim var kontorumu yiyosun adi turkcell pislikler,negative
1526,20 TLmi 100 TL yapmak istemiyorum turkcell anla artik.,negative
1527,#turkcell i ariyorum beni yanlis bilgilendirdiniz sikayet etmek istiyorum diyorum musteri temsilcisi mealesef diyor yok boyle bisey,negative
1528,sıkıldım artık sizin saçma sapan uygulamanızdan bidaha kampanyalı telefon almakmı Töbeler töbesi olSun 2.hattımıda Turkcel çekecem,negative
1529,bosuna okadar kisi calisiyor orda sen diye hitap ediliyor bu turkcell gbi bir kuruma yakismiyor...,negative
1530,"#superonline çalışanıyla birde davalık oldum,tamamen usülsüz bilgilendirmeyi ses kaydıyla ispatladıgım için birde dava açtılar bana :)",negative
1531,"10 gündür ""yazmayayım şimdi görürler falan"" dedim ama artık iş işten geçtiğine göre: Superonline bana adil kullanım şeyini uygulamadı 68GB!",negative
1532,#superonline yalan atmasanız iyidi söz veriyosanız tutmalısınız isminiz çalışanlarınız yüzünden zarar görüyor .,negative
1533,turkcell kanka acimaz agostosta acimadi hasirt 250 verdi ile faturayi bide utanmadan 5 tane liste geldi eve :D,negative
1534,"O mesajdan sonra sadece Zamundayı seviyorum, fuck superonline.",negative
1535,iki kez denedim bişeyi paylaşmayı sürekli hata verdi vay anasını! sıçıyım internetine türksel,negative
1536,Bu turkcell mal amk mal,negative
1537,la bu turkcell delikanlı bi hat olsa reklamlarını ali poyrazo seslendirmez zaten,negative
1538,"mal bir TIM calisani yuzunden mailim kapandi.4 gundur e-posta ayari yapamadiniz.Bugun son kez ariycam,olmazsa operator degistircem",negative
1539,#hayatpaylasincaguzel : Dünyanın özel iletişime en çok vergi veren kerizi olmak istiyorsanız tabii ki adresiniz Turkcell olsun! :),negative
1540,#turkcell senin yüzünden sevglmle rahat konuşamıyorum -_- defol !,negative
1541,"Turkcell musteriden evrak istiyor,musteri yolluyor,gelmedi diyor islem yarim kaliyr.Bezdirme politkasi işliyor",negative
1542,"Mesaj geldiyse Turkcell'dir, arıyorsa evdekilerdir :(",negative
1543,İnternet aracılığıyla açılan hiçbir uygulamayı kullanmadığıma rağmen o bahaneyle her dakika bir kuruşumu söğüşlediğin için tşk(.d) Turkcell,negative
1544,rahat bırakırsa uyuyacam !,negative
1545,yine mi turkcell reklamı :D,negative
1546,0532 li bir numaradan aramanın nedeni ne Turkcell? o kadar öksürüp sesimi açmıştım. cani!,negative
1547,#turkcell bu ay ki giderlerini bugun benden carptigi paralarla yapacakmis.,negative
1548,"Olabilir valla Ama benimki Turkcell, burada baz istasyonu bile yok. Yani uzak..",negative
1549,"Ondan mesaj beklersin ama onun yerine turkcell mesaj atar ya, iste o cok acı.",negative
1550,Sahsen hayat paylasinca guzel falan degil yani turkcell buyuk bi hata yapiyoo mesela ben cikolatami paylasinca 1689 kat daha kotu oluyorum,negative
1551,10000 SMS'e yine zam geliyormuş. Bence herkes net paketi yapsın WA'da takılalım Turkcell işi abarttı.,negative
1552,Sabahtan beri turkcell müşteri hizmetleriyle kanka oldum amk o oraya bağlıyo o oraya hal kalmadı zaten çalışcak :D,negative
1553,ön ödemede değil cekim gücünde sorun. Hayat cam kenarında telefonla konuşurken guzel,negative
1554,herseyleri problem. modem iade edecegiz. timlerde geziyoruz. onun sifresi yok bunun bilmemne elemani yok. olum resmen. #superonline,negative
1555,Kendimi hiç bu kdar yalnız hissetmemiştim ne reyhan ne turkcell mesaj attı 12 saat içinde,negative
1556,20 TL'mi 100 TL yapma turkcell yapma yeter amk yapma!,negative
1557,turkcell bize büyük ibnelk yapıyo,negative
1558,"#turkcell paylasinca guzel degil,carpinca guzel.",negative
1559,bu kadar ağır bir internetim hiç olmamıştı. Turkcell çok kötü çokkkk!,negative
1560,Turkcell yönetiminden biriyle konuştum bana kamu gibi alınıyor kararlar demişti...,negative
1561,"bebisiimmm gunlerdir arayamadim dk kontur fln bu turkcell yedi bitirdi beni ayin 20sine kadar aramaya kapandi, yrn aciliyo ama",negative
1562,"Kirk yilda bir Turkcell ise yariyacakti platinum havas belesdi, havas havatas olmus yok",negative
1563,le ilişkimiz tek taraflı #hayatpaylasincaguzel diyor ama o bizimle hiç bişeyini paylaşmıyor.. hep bizden bekliyor..,negative
1564,git allasen yillarimi Turkcell'e verdim birak spayi sipa bile vermediler,negative
1565,Siyavuspasa mah. yaprak sok.bahcelievler'de ki tum musterilerinizin hatlarinin sadece pencere yanlarinda cektigini biliyor musunuz,negative
1566,"O da var ama Dominos çok düzenliydi, belli saatlerde atardi, Turkcell işi düşünce atiyor :D",negative
1567,serdar erener ülkenin eniyi reklamcılarından biriymiş bunu 800000 in üzerinde müşterisi kaçana sormak lazım hata türkcell in kalitesinde mi?,negative
1568,sorun tcell :)),negative
1569,O'nunla kavga edersn ve ondn bi msj beklrsn ya o anda tlf. bir msj gelr heycanla bi bkarsn ki o msjı atan turkcel işte o an yıkldğn an'dır.,negative
1570,Dolmabahce tunelindeki 3G sorununa cozum lutfen  #turkcell,negative
1571,"reklam icerikli aramalari istemiyorum. Ozelliklede pepsi, sigortalar, bankalar... Engelleyemez miyiz?",negative
1572,turkcell tv projem ile ilgilenmedi?nerede musteri memnuniyeti?  nerede girşimcilere destek?.....,negative
1573,"Of internet paketi icin turkcellin sitesine girdim 2 dk bile sürmedi 10 tl mi aldi pic, oc, mal turkcell!",negative
1574,ben aveaya geçtim tcell çok olmaya başlamıştı bu arada nasılsın =),negative
1575,şikayet kaydı açtırıyorum 48 saat arayan arkadaş 30 saniyede işlemimi yapıyor.yine aynı şey oldu 48 saat daha..,negative
1576,dur şu turkcell'e mesaj atıyım da sevgilisinden geldi sansın enayi!,negative
1577,Çüşşşşşşş turkcel sms paketını 14 tl yapmısssssss ohaaaa yanı napmaya calısıyosun sen turkcelll!,negative
1578,Bu turkcell de 20 lirani 100 lira yapalim diyip duruyo. Lan -8 deyim hangi yirmi lira,negative
1579,turkcelli kiniyorum Ipad icin yapmis oldugunuz kampanyanin sadece faturali hatlar icin gecerli olmasi kadar sacma bi durum olamaz!,negative
1580,Internet basvurusu yaparken adil kullanim koşullarını bildirmeyip kota dolumunda mail atan superonline tebrikler!!!,negative
1581,Cok firsatcisin turkcell. Cokk,negative
1582,bu turkcell odenmemis faturaniz var smslerini erol koseye yazdiriyor herhalde FULL CAPS LOCK acik. ama bisey isteyince mulayim ve kucuk harf,negative
1583,Bu turkcell'deki kadinin turk aksaniyla ingiliz ingilizcesi konusma cabasina hastayim ya. British senin neyine kardej?,negative
1584,Küstüm #Turkcell.,negative
1585,turkcell kımı ne zaman mutlu etmıskı ? Anca devlet gıbı para kessın mılletten,negative
1586,HAYAT PAYLAŞINCA GÜZEL AMA SİZ HAKLI OLDUĞUM HALDE HATTIMI KAPATTINIZ HAYATI PAYLAŞAMIYORUM SAYENİZDE,negative
1587,kubat lı turkcell reklamı nasıl mı? b.k gibi o kadar nefret ediyorum ki çıktığı gb kapatıyorum.. Syn Ciliv sen böle hatalar yapmazdın ama!,negative
1588,4 dakıka oldu hala beklıyorum... Cıdden agzını burnunu kırıcam turkcell.,negative
1589,kalan sms:1980  bitiş tarihi:8ocak -OÇSUN TURKCELL,negative
1590,çalarken dinletlerde Blues müzikler niye yok?!,negative
1591,15. Katta Turkcell cekememısı  demek ne demek yaa ?,negative
1592,önce  in beni araması gerkiyormuş :D bunu TİM'de söylediler. gülsem mi ağlasam mı ne biçim hizmet anlayışı ??? ekimden beri...,negative
1593,1-2 sene içinde whatsapp desteklemeyen telefon kalmıcak kimse sms yapmıcak görücen ebeni turkcell,negative
1594,"emniyet mudurlugu, turkcell ve besiktas belediyesi mesaj konusunda yarisir!",negative
1595,ttnet in servisleri cok iyi superonline da baglanmak kolay ama sorun ciktiginda kimseye ulasamiyorsunuz,negative
1596,Oc turksel,negative
1597,corlu merkez hastane caddesi 3g yok. Turkcell cekim gücü sadece reklamlarda var,negative
1598,izmirde cok kotusun 3G'in tartismali binalarin icinde yoksun vapurda cekmiyorsun!Duzelene kadar yazicam ya da subatta sana da bye!,negative
1599,"Saygideger tcell, hem data hem ses hattimi kapamis?! Hayrolsun!..",negative
1600,"Öl turkcell, öl !",negative
1601,#3kelimeyle2011 turkcell işinegeleni duyuyorsun!,negative
1602,turkcell cekmiyo panpa,negative
1603,hahaha malesef ikiside duruyo panpa. Turkcell cepten kopuyo ttnet pcden. Her turlu kopuyoz :D,negative
1604,turkcell muzikten 50 sarki hediye mesaji fake mi? Emin olamadim durduk yere niye hediye yollasin Turkcell diye...,negative
1605,#hayattansogutanseyler onemli bir mesaj beklerken gelen msjin turkcell den olma kafasi.,negative
1606,Bok gibi telefonsun blackberry! 2ay oldu hala Bis paketini gormeyen bi cihazsin turkcell care bulamadi teknik serviste.bi muhattap bile yok,negative
1607,Kampanya SMS'lerinden başka iletişim kuramayan #Turkcell ödül almış. Herkes birbirini ağırlamış. Hayat faydasızca güzel.,negative
1608,#turkcell sanki #avea dan çok farklı!,negative
1609,Sanirim artik vodafone kullanicisi olucam. Hehehe hoscakal turkcell :D,negative
1610,:)Sevgilimi 'Turkcell' diye kaydettim. Kimse gelen mesajlara bakmıyo artık .  Aklınızda bulunsun :-),negative
1611,Ohaaa o faturaa ne turkcell soymaya mı karar verdın bizi !!!,negative
1612,"Bu  hesabini ergenler mi yonetiyordur nedir, kurumsal kimlik falan nerede?!",negative
1613,Dur bir mesaj atayımda sevdiğinden geldi zannetsin -Turkcell,negative
1614,Kahretsin cok artistim turkcell bana espri yapiyoor :D,negative
1615,Mesaj olarak bonus turkcell flexi bbmden bc facebooktan oyun hediyeleri allam nolcak benim haliiim,negative
1616,Mesajlarim neden iletilmiyo turkcell?!,negative
1617,Neymis efendim turkcell 4 cekermis 100 uzerinden heralde! Telefon faturasina odedigim paralar haram zikkim olsn! Hic bir yerde cekmyor!,negative
1618,merk edyrm acaba bu fiyatlari aciklarken rakip firma ile kiyas yapiyormsnzz .. Yada neden bukadr yuksek diyormsnzz,negative
1619,turkcell kendı sorununu cozemezkı..nasıl turkcell cozum merkezı uretsın ?,negative
1620,TURKCELL İN TARİFE politikası her tarifede açık bir kapı bırakarak faturamıza FAZLA ama kitabına uygun PARA ÖDETTİRİYOR,negative
1621,25 dakikadır bu durumda bekliyor. Turkcell 3G sıçmış durumda.,negative
1622,Sizlerden cevap bekliyorum !,negative
1623,1994 yılından bu zamana kadar kullandığım TURKCELL hattımı TURKCELLin tutumdan dolayı Protesto olsun diye kapattım... Yüküm hafifledi...,negative
1624,"Nasıl bir bayilik sisteminiz var ki annemin kimlik bilgilerine, imzasına kadar her şeyi kopya etmişler",negative
1625,Evet lan :D  ama abi türksel cok kazık,negative
1626,yaziklar olsun Turkcell yaziklar olsun Armes Group,negative
1627,"sesim kısıldıı içn Turkcell beni sesimden tanıyamadı waaow, demek ki gerçekten güwenli de ben işimi nası halletcem?",negative
1628,// 4 ay önce aldığım telefonum sonunda bozuldu... Bu kadar dayanması bile mucize... Teşekkürler Turkcell!!!,negative
1629,depremzede nin yanındayız deyip sormadan ertelediginiz faturayı topluca geçirdiniz Turkcell'e bağlandık hayata,negative
1630,DIR DIR DIR,negative
1631,besiktas metropol subeniz oldukca ukela bu Turkcel'e hic yakismadi. Ve calisanlariniz yurt disi paketlerini bilmiyorlae.,negative
1632,#hayattansogutanseyler uykunun en guzel yerinde Turkcell'den mesaj gelmesi.,negative
1633,sebepsiz yere hattımı aramaya kapattı... 8 ay önce verdiğim evrak fotokopisini tekrar istiyor.. günümüz derebeyi.. lanet adamlar..,negative
1634,Birini aradigimda 'sinyal sesinden sonra mesaj birakiniz'i duyduktan hemen sonra gelen mesaj turkcell'in sapik oldugu izlenimi uyandiriyor.,negative
1635,Sadece 1 dakikam kaldı diye  benimle random gülerek dalga geçiyor. Sanki senin 1 dakikana kaldık. :),negative
1636,muzık paketı yapcaz dıyıp 10TL'ni alıp bırsey yapmayan turkcell eskı sevgılınızle kankıymıs kızlar hanı sovmek ısterseniiz,negative
1637,2011 yilinin en iyi reklam yapan GSM operatoru  ( kullaniyorum),negative
1638,Bide platin. musteriyiz hic biseyden haberimiz olmaz... 4 saat once bilet aldim bu bana yapilir mi ?,negative
1639,"Ananida Al git Turkcell, Yoksa Cok karde$ gelicek sana Coooookk...",negative
1640,"#turkcell 32.000.000 adamı memnun etmek kolay değil biliyorum ama, şu bizim Yaşamkent'teki baz istasyonlarını bi halletseniz şık olmaz mı?",negative
1641,"2012""nin bahcelievlerinde Turkcell çekmiyor dagda bayırda reklam yapmakla olmuyo bu is ilk fırsatta hattımı değiştireceğim...",negative
1642,"sen 'ondan' mesaj beklersin onun yerine Turkcell  mesaj atar ya,işte öyle berbat bir şey daha yok .",negative
1643,bu turkcell vınn ne ayak ya çek-mi-yoooooorrr sinir oldum peh,negative
1644,"senden degil iphone, patates almam artik",negative
1645,sen ne kadar salak bir operatörsün TURKCELL ya gecenin 1'inde aynı mesaj 14 kere üst üste gönderilir mi? ya uyuyorsam ya erken kalkacaksam??,negative
1646,internet hizinda ttneti arattigin icin cok tesekkur ederim turkcell.,negative
1647,"2 tl için mesaj hakkımı yenilemeyen Turkcell, bunu sana hiç yakıştıramadım her ay paşa paşa 12 tl bayılıyorum sana ne olur ki kıyak geçsen.",negative
1648,Belki de de ilk kez size sonuna kadar katılıyorm.Turkcell Acun ortaklığı ne?Bütün gece 5 dakkada birTurkcell reklamı yayınlanıyr,negative
1649,#turkcell kampanyaları içerisndeki süpriz fatura #hayattansogutanseyler den biri olarak değerlendiriyorum konudan müzdarip varmı?,negative
1650,Bu saatte telefon faturası mı gönderilir be Turkcell? Ben şimdi nasıl huzurla uyuyacağım?,negative
1651,   müşterilerinizi cekim gücünüz gibi kaybedeceksiniz... #turkcellcekimgucu #FF,negative
1652,"Bugun aradigim butun turkcell'lilerin telefonunda telesekreter cikmasi ama hepsinin buna sasirmasi, bir tur turkcell gocugu degil de nedir?",negative
1653,Ödemeli aramlari cevaplayip haberiniz olmadan odediginiz 29krş larin  talep ettiginizde geri odenecegini biliyor muydunuz? Bilin.,negative
1654,sabah sabah #turkcell müşteri hizmetlerinin telesekreteriyle kavga ettim ne salak bi kadın o yaa,negative
1655,kuzum bugun msj hakkım bıttı ya turkcel son dakka gol caktı bana :) ama msn ye gel gır gır yapalım ozledım sen samaya yapmayı :),negative
1656,İncelemek 1 halta yaramıyor.İzmir'in en işlek yerindeki 4 TİM'i gezdim&amp;sadece 1 tanesinde 4S var orada da beyaz yok.Bu mu  kalitesi,negative
1657,Limitsiz internet diye satılan tarifenin 100gb kotalı olması çok saçma teşekkürler superonline,negative
1658,superonline işi olmuyor  fiber internet hizmeti yokmuş bizim binada.apartman olarak başvurmamış gerekiyormuş vss.. :),negative
1659,-Bir mesaj atsa! *Mesaj sesi* (şok ifadesi) Noooolur o olsun! + Sayın abonemiz... Amk turkcell:)))),negative
1660,sırf bu uygulama mesajlarınız yüzünden bık-tım dedirttiniz. Bravo.!,negative
1661,dıtdıt dıdıt dıııttt turkcell götüne koyayım,negative
1662,çorlu merkezde 3g yayını var iken 24 ay abone olarak multivinn aldım.20 gün sonra 3g kesildi.nedenin sordum ? şu anda öyle dendi !,negative
1663,küstüm lan turkcell'e ben onun mesajına cevap verdim o ise hatalısın dio çok o.ç bu turkcell :D küstüm işteee :D,negative
1664,sanırım odamda ara sıra telim cekmıo. Dakka bası kım aramıs gelıyo. Turkcell iyice canımı sıkmaya basladın.,negative
1665,Ekran jelatini Turkcell'de 40 lira iken telefoncuda 5 lira. Kazık kol boyu,negative
1666,Mesaj beklediğinde sürekli telefon titriyor gibi hissedersin. Ve sonunda titrer 1 Yeni Mesaj: Banka/Turkcell #BuBoyledir,negative
1667,Bu  internet bağlantısında sorun yaşayan bir ben miyim yoksa yaygın bir sorun mu merak ettim...,negative
1668,"Bu Turkcell iyice sinirimi bozmaya basladi, kafasına göre paket alıyor, yeniliyor",negative
1669,fiyat acisindan gayet iyiler. Bende 1000 dakika avea ici ayni paket.+ 120 dk her yone. Turkcell biraz da hirsiz.,negative
1670,Lanet olası turkcell 2gün faturayı geç ödesek ölecek hemen kapat hattı aramalara allahım ya :,negative
1671,"Kotanda 15 mb'ın kalması nedir bilir misin ?İnsafsız,adi Türkcell",negative
1672,bende turkcell kullanmıyorum ki... :)))),negative
1673,neden hep istanbul birazda izmirde bir seyler yapsaniz ?,negative
1674,günlükleri Vol. (bilmem kaç) Sevgili Turkcell bu sana son mektubum.,negative
1675,"kardeşim tanıdıgım bi piskiyatır var.. numarasını vereyim.. tansaş,turkcell,avea vb.'den gelen mesajları ona da atarsın ;)",negative
1676,gerzekalı :D turkcell cekmıo babaannemde,negative
1677,ile  neyi dusunerek sistemi degistirdi acaba? Lutfen bir aciklama...,negative
1678,bunların hepsi böle digiturk turkcel telekom soyguncu,negative
1679,Bu salak blackberry paketi neden güncellemiyor he?? Turkcell de güncellemiyor,negative
1680,Murpa cay reklamindan sonra psikolog destegi almaya karar verdim. Once turkcell sonra bu bakalim daha neler cikicak ?,negative
1681,#gercektenbiktim avea türkcell vodefone reklamların dan tiskindimm haaa,negative
1682,cok pahalisiniz.. az dakikali bol internetli uygun fiyatli paket istiyoruz! Mesela 1GB internet+200dk 40TL gibi,negative
1683,A.A ile  hattdan cep telefonuma gelen gereksiz ve saçma mesajlarınızı istemiyorum. Kime sordunuz da gönderiyorsunuz?,negative
1684,"Normalde küçük harflerle sms atan Turkcell'in, Fatura tutarı yada son ödeme tarihi bilgisi için attığı smslerin büyük harfle olması.",negative
1685,1500 dklik konusma paketini 5 gunde bitirebiliyormusum. Turkcell nasilda salliyorr ya nasil bitebilir,negative
1686,İstanbul'un ortasında bizim evde ve dershanede telefon çekmiyor.Nerde  in çekim gücü?,negative
1687,"""Aradiginiz kisi baska bi görüsme yapiyor."" diyecegine kiminle görüsüyor onu söylesen gözüme girebilirdin tcell!",negative
1688,#turkcell adam gibi saatlerde mesaj atmayı öğren artık!,negative
1689,"""iPad'ler gümrükte takıldı kusura bakmayın"" diye mazeret üreten dandik operatör bittabii #Turkcell dir.",negative
1690,#Turkcell Superonline bir milyon evin kapisina fiber internet goturdu bizde niye yok bize niye getirmiyorlar :)),negative
1691,Bu ay faturamda beni sasirtmadigi icin tesekkurler  :D,negative
1692,evimde #turkcell hiç bir şekilde çekmiyor.. incelenmesi için ne yapmam gerekiyor acaba? teşekkürler.,negative
1693,Bu turkcell in kamil koç ile yaptığı kampanya anlaşmasından anlayan beri gelsin..Kampanyalı biletin nasıl alınacağı bilgisini ben bulamadım!,negative
